11	12	13	15	19	21	22	23	24	30	43	45	48	51	54	56	71	72	73	74	85	86_date	86_number	87_date	87_number	98	status	11_href	21_href	43_href	45_href
2 370 831	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2004109571/09	30.03.2004		30.03.2004	 31.03.2003 US 10/403,638	20.10.2005	20.10.2009		G10L 15/20 (2006.01); G06K 9/00 (2006.01)	СПОСОБ ОЦЕНКИ ШУМА С ИСПОЛЬЗОВАНИЕМ ПОШАГОВОГО БАЙЕСОВСКОГО ИЗУЧЕНИЯ	US 5148489 А, 15.09.1992. RU 2048681 C1, 20.11.1995. EP 0689194 A1, 27.12.1995. SU 896769, 10.01.1982.		АСЕРО Алехандро (US), ДЕНГ Ли (US), ДРОППО Джеймс Дж. (US)	МАЙКРОСОФТ КОРПОРЕЙШН (US)							"129090, Москва, ул. Б.Спасская, 25, стр.3, ООО ""Юридическая фирма Городисский и Партнеры"", пат.пов. Ю.Д.Кузнецову, рег.№ 595"	Статус: не действует (последнее изменение статуса: 07.04.2016);Пошлина: учтена за 9 год с 31.03.2012 по 30.03.2013	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2370831&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2370831&TypeFile=html		http://www.fips.ru/Archive/PAT/2009FULL/2009.10.20/DOC/RUNWC2/000/000/002/370/831/DOCUMENT.PDF
2 377 664	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2004135023/09	30.11.2004		30.11.2004	 30.12.2003 US 10/748,404	10.05.2006	27.12.2009		G10L 15/26 (2006.01); G06F 3/023 (2006.01)	СПОСОБ ВВОДА ТЕКСТА	WO 01/03123 A1, 11.01.2001. RU 99144600 A, 10.06.2001. US 2003/0212563 A1, 13.11.2003. US 2003/0115057 A1, 19.06.2003. WO 99/00790 A1, 07.01.1999.		АСЕРО Алехандро (US), ВАНГ Куансан (US), МАХАДЖАН Милинд В. (US), ХУАНГ Сюэдун Дэвид (US)	МАЙКРОСОФТ КОРПОРЕЙШН (US)							"129090, Москва, ул. Б.Спасская, 25, стр.3, ООО ""Юридическая фирма Городисский и Партнеры"", пат.пов. Ю.Д.Кузнецову, рег.№ 595"	Статус: прекратил действие, но может быть восстановлен (последнее изменение статуса: 17.09.2015);Пошлина: учтена за 10 год с 01.12.2013 по 30.11.2014	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2377664&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2377664&TypeFile=html		http://www.fips.ru/Archive/PAT/2009FULL/2009.12.27/DOC/RUNWC2/000/000/002/377/664/DOCUMENT.PDF
2 379 767	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2007148287/09	23.06.2006		23.06.2006	 27.06.2005 US 11/169,277	10.08.2009	20.01.2010		G10L 15/00 (2006.01)		US 5799273, А, 25.08.1998. US 5864805, А, 26.01.1999. US 2002/138265, A1, 26.09.2002. EP 1189203, A2, 290.03.2002. RU 2148203, C1, 27.04.2000. RU 2120668, C1, 20.11.1998. GB 2230370, A, 17.10.1990.					28.01.2008	23.06.2006	IB 2006/052043	04.01.2007	WO 2007/000698	"191036, Санкт-Петербург, а/я 24, ""НЕВИНПАТ"", пат.пов. А.В.Поликарпову"	Статус: не действует (последнее изменение статуса: 28.06.2013);Пошлина: учтена за 4 год с 24.06.2009 по 23.06.2010	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2379767&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2379767&TypeFile=html		http://www.fips.ru/Archive/PAT/2010FULL/2010.01.20/DOC/RUNWC2/000/000/002/379/767/DOCUMENT.PDF
2 349 969	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2004116304/09	28.05.2004		28.05.2004	 29.05.2003 US 10/448,018	10.11.2005	20.03.2009		G10L 15/22 (2006.01)	СИНХРОННОЕ ПОНИМАНИЕ СЕМАНТИЧЕСКИХ ОБЪЕКТОВ, РЕАЛИЗОВАННОЕ С ПОМОЩЬЮ ТЭГОВ РЕЧЕВОГО ПРИЛОЖЕНИЯ	ЕР 1199630 А1, 2002.04.24. WO 99/21106 А1, 1999.04.29. RU 2136038 С1, 1999.08.27. US 6434529 А, 13.08.2002. US 6314402 А, 2001.11.06.		ВАНГ Куансан (US)	МАЙКРОСОФТ КОРПОРЕЙШН (US)							"129090, Москва, ул. Б.Спасская, 25, стр.3, ООО ""Юридическая фирма Городисский и Партнеры"", пат.пов. Ю.Д.Кузнецову, рег.№ 595"	Статус: не действует (последнее изменение статуса: 07.06.2016);Пошлина: учтена за 9 год с 29.05.2012 по 28.05.2013	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2349969&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2349969&TypeFile=html		http://www.fips.ru/Archive/PAT/2009FULL/2009.03.20/DOC/RUNWC2/000/000/002/349/969/DOCUMENT.PDF
2 223 554	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2001109249/09	08.09.1999		08.09.1999	 09.09.1998 JP 10/255196	27.05.2003	10.02.2004		G10L 15/14 (2000.01)		JP 09-152886 А, 10.06.1997. RU 2101782 C1, 10.01.1998. RU 2103753 C1, 27.01.1998. US 5799277 А, 25.08.1998. US 5677988 А, 14.10.1997.					09.04.2001	08.09.1999	JP 99/04885	16.03.2000	WO 00/14723	"129010, Москва, ул. Б. Спасская, 25, стр.3, ООО ""Юридическая фирма Городисский и Партнеры"", пат.пов. Ю.Д.Кузнецову, рег.№ 595"	Статус: прекратил действие, но может быть восстановлен (последнее изменение статуса: 17.07.2015);Пошлина: учтена за 15 год с 09.09.2013 по 08.09.2014	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2223554&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2223554&TypeFile=html		
2 355 044	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2004129631/09	08.10.2004		08.10.2004	 11.11.2003 US 10/705,155	20.03.2006	10.05.2009		G10L 15/26 (2006.01); H04M 3/487 (2006.01)	ПОСЛЕДОВАТЕЛЬНЫЙ МУЛЬТИМОДАЛЬНЫЙ ВВОД	ЕР 1178658 А2, 06.02.2002. US 6101472 A, 08.08.2000. WO 99/08084 A1, 18.02.1999. RU 2193823 C2, 27.11.2002.		ХОНЬ Сяо-Уэнь (US), ВАН Куаньсань (US)	МАЙКРОСОФТ КОРПОРЕЙШН (US)							"129090, Москва, ул. Б.Спасская, 25, стр.3, ООО ""Юридическая фирма Городисский и Партнеры"", пат.пов. Ю.Д.Кузнецову, рег.№ 595"	Статус: не действует (последнее изменение статуса: 19.10.2015);Пошлина: учтена за 8 год с 09.10.2011 по 08.10.2012	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2355044&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2355044&TypeFile=html		http://www.fips.ru/Archive/PAT/2009FULL/2009.05.10/DOC/RUNWC2/000/000/002/355/044/DOCUMENT.PDF
2 355 045	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2004130051/09	11.10.2004		11.10.2004	 11.11.2003 US 10/705,019	20.03.2006	10.05.2009		G10L 15/26 (2006.01); H04M 3/487 (2006.01)	ПОСЛЕДОВАТЕЛЬНЫЙ МУЛЬТИМОДАЛЬНЫЙ ВВОД	ЕР 1178658 А2, 06.02.2002. US 6101472 A, 08.08.2000. WO 99/08084 A1, 18.02.1999. RU 2193823 C2, 27.11.2002.		ХОН Хсиао-Вуен (US), ВАНГ Куансан (US)	МАЙКРОСОФТ КОРПОРЕЙШН (US)							"129090, Москва, ул. Б.Спасская, 25, стр.3, ООО ""Юридическая фирма Городисский и Партнеры"", пат.пов. Ю.Д.Кузнецову, рег.№ 595"	Статус: не действует (последнее изменение статуса: 19.10.2015);Пошлина: учтена за 8 год с 12.10.2011 по 11.10.2012	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2355045&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2355045&TypeFile=html		http://www.fips.ru/Archive/PAT/2009FULL/2009.05.10/DOC/RUNWC2/000/000/002/355/045/DOCUMENT.PDF
2 363 994	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2004123352/09	28.07.2004		28.07.2004	 29.07.2003 US 10/629,278; 07.08.2003 US 10/636,176	27.01.2006	10.08.2009		G10L 11/00 (2006.01); G10L 15/00 (2006.01)	СИСТЕМА ДЕТЕКТИРОВАНИЯ РЕЧИ	US 6343269 В1, 29.01.2002. SU 544990 А1, 30.01.1977. WO 02/077972 А, 03.10.2002. US 6594629 В1, 15.07.2003. US 2003/144844 А1, 31.07.2003.		ХУАНГ Ксуедонг Д. (US), ЛИУ Зиченг (US), ЗХАНГ Зхенгиоу (US), СИНКЛЭР Майкл Дж. (US), АСЕРО Алехандро (US)	МАЙКРОСОФТ КОРПОРЕЙШН (US)							"129090, Москва, ул. Б.Спасская, 25, стр.3, ООО ""Юридическая фирма Городисский и Партнеры"", пат.пов. Ю.Д.Кузнецову, рег.№ 595"	Статус: не действует (последнее изменение статуса: 07.08.2017);Пошлина: учтена за 10 год с 29.07.2013 по 28.07.2014	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2363994&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2363994&TypeFile=html		http://www.fips.ru/Archive/PAT/2009FULL/2009.08.10/DOC/RUNWC2/000/000/002/363/994/DOCUMENT.PDF
2 606 656	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2014109073	09.08.2012		09.08.2012	 11.08.2011 US 61/522,532	20.09.2015	10.01.2017		B60K 28/06 (2006.01); G10L 15/22 (2006.01)		US2002/0105438A1, 08.08.2002. US2011/0169624A1, 14.07.2011. US2011/0063099A1, 17.03.2011.					11.03.2014	09.08.2012	US 2012/050099	14.02.2013	WO 2013/023032	"129090, Москва, ул. Б. Спасская, 25, строение 3, ООО ""Юридическая фирма Городисский и Партнеры"""	Статус: действует (последнее изменение статуса: 17.08.2017);Пошлина: учтена за 6 год с 10.08.2017 по 09.08.2018	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2606656&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2606656&TypeFile=html		http://www1.fips.ru/ofpstorage/IZPM/2016.12.31/RUNWC1/000/000/002/606/656/%D0%98%D0%97-02606656-00001/document.pdf
2 287 856	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2003110435/09	04.09.2001		04.09.2001	 13.09.2000 JP 2000-278397; 16.01.2001 JP 2001-007726	27.08.2004	20.11.2006		G06N 5/00 (2006.01); G10L 15/00 (2006.01); G06K 9/00 (2006.01)		US 5987415 A, 16.09.1999. RU 2073484 C1, 20.02.1997. RU 2068653 С1, 10.11.1996. US 5559927 A, 24.09.1996. US 5765134 A, 09.06.1998. JP 10-049188 A, 20.02.1998. JP 02-236600 A, 19.09.1990. EP 0992927 A1, 12.04.2000. WO 97/33515 A1, 18.09.1997.					14.04.2003	04.09.2001	JP 01/07646	21.03.2002	WO 02/23524	"103735, Москва, ул. Ильинка, 5/2, ООО ""Союзпатент"", пат.пов. С.Б.Фелицыной, рег. № 303"	Статус: действует (последнее изменение статуса: 07.09.2017);Пошлина: учтена за 17 год с 05.09.2017 по 04.09.2018	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2287856&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2287856&TypeFile=html		http://www.fips.ru/Archive/PAT/2006FULL/2006.11.20/DOC/RUNWC2/000/000/002/287/856/DOCUMENT.PDF
153 322	ОПИСАНИЕ ПОЛЕЗНОЙ МОДЕЛИ К ПАТЕНТУ	U1		RU	2014139488/12	30.09.2014		30.09.2014			10.07.2015		G09B 19/06 (2006.01); G10L 15/00 (2013.01)	УСТРОЙСТВО ДЛЯ ОБУЧЕНИЯ РАЗГОВОРНОЙ(УСТНОЙ) РЕЧИ С ВИЗУАЛЬНОЙ ОБРАТНОЙ СВЯЗЬЮ			Кнеллер Эммануил Григорьевич (RU), Караульных Денис Владимирович (RU)	"Закрытое акционерное общество ""ИстраСофт"" (RU)"							"143026, Москва, ул. Луговая, д. 4, офис 402.1, ООО ""Центр интеллектуальной собственности ""Сколково"", территория инновационного центра ""Сколково"""	Статус: прекратил действие, но может быть восстановлен (последнее изменение статуса: 07.07.2017);Пошлина: учтена за 2 год с 01.10.2015 по 30.09.2016	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPM&DocNumber=153322&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPM&DocNumber=153322&TypeFile=html		http://www.fips.ru/Archive/PAT/2015FULL/2015.07.10/DOC/RUNWU1/000/000/000/153/322/DOCUMENT.PDF
2 472 219	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2010102675/08	25.06.2008		25.06.2008	 06.07.2007 EP 07290851.0	20.08.2011	10.01.2013		G06K 9/00 (2006.01); G10L 15/22 (2006.01)		WO 2006/124945 A1, 23.11.2006. Master d'lnformatique M2-IAD Projets 2005-2006, 23.06.2007, [онлайн], [найдено 15.12.2011], найдено в Интернете:<URL: http://www.info.unicaen.fr/M2-IAD/promo05-06/projets/index.php>, проект 25. ЕР 1058453 В1, 10.03.2004. JP 2004-206704 A1, 22.07.2004. RU 2291499 C2, 10.01.2007.					08.02.2010	25.06.2008	EP 2008/005161	15.01.2009	WO 2009/007011	"191186, Санкт-Петербург, а/я 230, ""АРС-ПАТЕНТ"", пат.пов. М.В.Хмаре, рег. № 771"	Статус: действует (последнее изменение статуса: 17.07.2017);Пошлина: учтена за 10 год с 26.06.2017 по 25.06.2018	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2472219&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2472219&TypeFile=html		http://www.fips.ru/Archive/PAT/2013FULL/2013.01.10/DOC/RUNWC2/000/000/002/472/219/DOCUMENT.PDF
2 251 750	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2001117231/09	12.11.1999		12.11.1999	 23.11.1998 US 60/109,556; 05.11.1999 US 09/434,787	27.06.2003	10.05.2005		G10L 11/02 (2000.01); G10L 15/00 (2000.01)		US 4720862 A1, 19.01.1989. WO 9827543 A1, 25.06.1998. US 5659622 A1, 19.08.1997. RU 2120667 C1, 20.10.1998. SU 1781701 A1, 15.12.1992. SU 1594595 A1, 23.09.1990.					25.06.2001	12.11.1999	SE 99/02073	02.06.2000	WO 00/31720	"129010, Москва, ул. Б. Спасская, 25, стр.3, ООО ""Юридическая фирма Городисский и Партнеры"", пат.пов. Ю.Д.Кузнецову, рег.№ 595"	Статус: действует (последнее изменение статуса: 28.11.2016);Пошлина: учтена за 18 год с 13.11.2016 по 12.11.2017	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2251750&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2251750&TypeFile=html		http://www.fips.ru/Archive/PAT/2005FULL/2005.05.10/DOC/RUNWC2/000/000/002/251/750/DOCUMENT.PDF
2007 100 065	ЗАЯВКА НА ИЗОБРЕТЕНИЕ	A		RU	2007100065/09	09.01.2007				20.07.2008			G06F 3/16 (2006.01); G10L 15/00 (2006.01)	УСТРОЙСТВО РЕЧЕВОГО УПРАВЛЕНИЯ АВТОМАТИЗИРОВАННЫМ РАБОЧИМ МЕСТОМ ОТРАБОТКИ АНТЕННОГО БЛОКА РАДИОЛОКАЦИОННОЙ СТАНЦИИ		"Открытое акционерное общество ""Корпорация ""Фазотрон-научно-исследовательский институт радиостроения"" (RU)"	Гиголо Людмила Антоновна (RU), Сахаров Виталий Олегович (RU)								"123557, Москва, Электрический пер., 1, ОАО ""Корпорация ""Фазотрон-НИИР"", начальнику отдела интеллектуальной собственности В.И. Фаленко"		http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2007100065&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2007100065&TypeFile=html	http://www.fips.ru/Archive/PAT/2008FULL/2008.07.20/DOC/RUNWA/000/002/007/100/065/DOCUMENT.PDF	
2014 134 745	ЗАЯВКА НА ИЗОБРЕТЕНИЕ	A		RU	2014134745	26.08.2014				20.03.2016			G10L 19/02 (2013.01); G10L 15/02 (2006.01); G10L 21/14 (2013.01)	СИСТЕМА И СПОСОБ ПЕРЕВОДА РЕЧЕВОГО СИГНАЛА В ТРАНСКРИПЦИОННОЕ ПРЕДСТАВЛЕНИЕ С МЕТАДАННЫМИ		"ЗАО ""ИстраСофт"" (RU)"	Кнеллер Эммануил Григорьевич (RU), Караульных Денис Владимирович (RU)								"143026, Москва, территория инновационного центра ""Сколково"", ул. Луговая, 4, ООО ""Центр интеллектуальной собственности ""Сколково"""		http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2014134745&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2014134745&TypeFile=html	http://www.fips.ru/Archive4/PAT/2016FULL/2016.03.20/DOC/RUNWA/000/002/014/134/745/DOCUMENT.PDF	
2015 114 537	ЗАЯВКА НА ИЗОБРЕТЕНИЕ	A		RU	2015114537	06.09.2013			 19.10.2012 KR 10-2012-0116956	10.11.2016			G06F 3/048 (2013.01); G10L 15/00 (2013.01)							17.04.2015	06.09.2013	KR 2013/008073	24.04.2014	WO 2014/061916	"129090, Москва, ул. Б. Спасская, 25, стр. 3, ООО ""Юридическая фирма Городисский и Партнеры"""		http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2015114537&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2015114537&TypeFile=html	http://www.fips.ru/Archive4/PAT/2016FULL/2016.11.10/DOC/RUNWA/000/002/015/114/537/DOCUMENT.PDF	
2013 152 529	ЗАЯВКА НА ИЗОБРЕТЕНИЕ	A		RU	2013152529/08	26.11.2013				10.06.2015			G06F 3/16 (2006.01); G10L 15/00 (2013.01)	"УСТРОЙСТВО И СПОСОБ ПЕРЕДАЧИ ИНФОРМАЦИИ ""ИНФОКАР"""		Алиханов Адиль Хакимович (RU)	Алиханов Адиль Хакимович (RU)								367000, РД, г.Махачкала, ул. М. Гаджиева, 43-А, ДГУ, УИСИД		http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2013152529&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2013152529&TypeFile=html	http://www.fips.ru/Archive/PAT/2015FULL/2015.06.10/DOC/RUNWA/000/002/013/152/529/DOCUMENT.PDF	
2 571 519	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2011149321/08	01.06.2010		01.06.2010	 04.06.2009 US 12/477,918	10.06.2013	20.12.2015		G06F 17/00 (2006.01); G10L 15/183 (2013.01)		US 6526380 B1, 25.02.2003. US 6122613 A, 19.09.2000. US 7184957 B2, 27.02.2007. WO 02/059874 A2, 01.08.2002. US 2004/0021700 A1, 05.02.2004. RU 2216052 C2, 10.11.2003.					02.12.2011	01.06.2010	US 2010/036964	09.12.2010	WO 2010/141513	"129090, Москва, ул. Б. Спасская, 25, строение 3, ООО ""Юридическая фирма Городисский и Партнеры"""	Статус: действует (последнее изменение статуса: 07.06.2017);Пошлина: учтена за 8 год с 02.06.2017 по 01.06.2018	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2571519&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2571519&TypeFile=html		http://www.fips.ru/Archive/PAT/2015FULL/2015.12.20/DOC/RUNWC2/000/000/002/571/519/DOCUMENT.PDF
2 406 163	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2005133725/08	01.11.2005		01.11.2005	 03.12.2004 US 11/004,548	10.05.2007	10.12.2010		G10L 17/00 (2006.01); G10L 15/00 (2006.01); G06F 21/22 (2006.01); G06K 9/72 (2006.01)	АУТЕНТИФИКАЦИЯ ПОЛЬЗОВАТЕЛЯ ПОСРЕДСТВОМ КОМБИНИРОВАНИЯ УСТАНОВЛЕНИЯ ЛИЧНОСТИ ГОВОРЯЩЕГО И ОБРАТНОГО ТЕСТА ТЬЮРИНГА	US 5774525 А, 30.06.1998. WO 2004099940 A2, 18.11.2004. GB 2247964 А, 13.09.1990. RU 2002131890 A1, 20.04.2004. US 6671672 В1, 30.12.2003. WO 03/073386 А2, 04.09.2003. WO 03/094491 A1, 13.11.2003.		ВАН Куаньсань (US)	МАЙКРОСОФТ КОРПОРЕЙШН (US)							"129090, Москва, ул. Б.Спасская, 25, стр.3, ООО ""Юридическая фирма Городисский и Партнеры"", пат.пов. Ю.Д.Кузнецову, рег.№ 595"	Статус: действует (последнее изменение статуса: 27.10.2016);Пошлина: учтена за 12 год с 02.11.2016 по 01.11.2017	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2406163&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2406163&TypeFile=html		http://www.fips.ru/Archive/PAT/2010FULL/2010.12.10/DOC/RUNWC2/000/000/002/406/163/DOCUMENT.PDF
2 606 656	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2014109073	09.08.2012		09.08.2012	 11.08.2011 US 61/522,532	20.09.2015	10.01.2017		B60K 28/06 (2006.01); G10L 15/22 (2006.01)		US2002/0105438A1, 08.08.2002. US2011/0169624A1, 14.07.2011. US2011/0063099A1, 17.03.2011.					11.03.2014	09.08.2012	US 2012/050099	14.02.2013	WO 2013/023032	"129090, Москва, ул. Б. Спасская, 25, строение 3, ООО ""Юридическая фирма Городисский и Партнеры"""	Статус: нет данных	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2606656&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2606656&TypeFile=html		http://www1.fips.ru/ofpstorage/IZPM/2016.12.31/RUNWC1/000/000/002/606/656/%D0%98%D0%97-02606656-00001/document.pdf
2 616 553	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2014119876	14.11.2012		14.11.2012	 17.11.2011 US 13/299,218	27.11.2015	17.04.2017		G06F 3/16 (2006.01); G10L 15/02 (2006.01)		US 2002/0116196 A1, 22.08.2002. US 2009/0112605 A1, 30.04.2009. US 2011/0103103 A1, 05.05.2011. US 2009/0204409 A1, 13.08.2009. RU 2271578 C2, 10.03.2006.					16.05.2014	14.11.2012	US 2012/064898	23.05.2013	WO 2013/074552	"129090, Москва, ул. Б. Спасская, 25, строение 3, ООО ""Юридическая фирма Городисский и Партнеры"""	Статус: нет данных	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2616553&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2616553&TypeFile=html		http://www1.fips.ru/ofpstorage/IZPM/2017.04.17/RUNWC1/000/000/002/616/553/%D0%98%D0%97-02616553-00001/document.pdf
2 617 927	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2015114537	06.09.2013		06.09.2013	 19.10.2012 KR 10-2012-0116956	10.11.2016	28.04.2017		G06F 3/048 (2013.01); G10L 15/00 (2013.01)		WO 2012/083415 A1, 28.06.2012. US 2009/0217211 A1, 27.08.2009. WO 2011/014467 A2, 03.02.2011. US 2009/0306991 A1, 10.12.2009. US 2011/0154014 A1, 23.06.2011. US 7216351 B1, 08.05.2007. RU 2353066 C2, 20.04.2009.					17.04.2015	06.09.2013	KR 2013/008073	24.04.2014	WO 2014/061916	"129090, Москва, ул. Б. Спасская, 25, стр. 3, ООО ""Юридическая фирма Городисский и Партнеры"""	Статус: нет данных	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2617927&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2617927&TypeFile=html		http://www1.fips.ru/ofpstorage/IZPM/2017.04.28/RUNWC1/000/000/002/617/927/%D0%98%D0%97-02617927-00001/document.pdf
2009 120 252	ЗАЯВКА НА ИЗОБРЕТЕНИЕ	A		RU	2009120252/09	27.05.2009				10.12.2010			G10L 11/00 (2006.01); G10L 15/06 (2006.01)	СПОСОБ РАСПОЗНАВАНИЯ ДИКТОРА НА ОСНОВЕ АНАЛИЗА ЕГО СЛИТНОЙ РЕЧИ		Государственное образовательное учреждение высшего профессионального образования Академия Федеральной службы охраны Российской Федерации (Академия ФСО России) (RU)	Нгуен Виет Фан (RU), Полков Анатолий Анатольевич (RU), Борисенко Николай Павлович (RU), Можин Сергей Владимирович (RU), Чупахин Павел Анатольевич (RU), Платонов Владимир Владимирович (RU)								302034, г.Орел, ул. Приборостроительная, 35, Академия ФСО России, ОНТИ		http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2009120252&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2009120252&TypeFile=html	http://www.fips.ru/Archive/PAT/2010FULL/2010.12.10/DOC/RUNWA/000/002/009/120/252/DOCUMENT.PDF	
2 189 075	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2000120052/09	31.07.2000		31.07.2000			10.09.2002		G06K 9/62 (2000.01); G10L 15/02 (2000.01)	МАРКЕРНЫЙ СПОСОБ ИДЕНТИФИКАЦИИ СИГНАЛА	US 5295190 A, 15.03.1994. RU 2090928 Cl, 20.09.1997. US 4190820 A, 26.02.1980. US 4783809 A, 08.11.1988. US 4989257 A, 29.01.1991. JP 01-253799 A, 11.10.1989.	Ермолаев Алексей Алексеевич, Жданов Андрей Борисович, Колосов Андрей Владимирович	Ермолаев А.А., Жданов А.Б.	Ермолаев Алексей Алексеевич, Жданов Андрей Борисович, Колосов Андрей Владимирович							125502, Москва, ул. Петрозаводская, 11, корп.1, кв.15, А.Б.Жданову	Статус: не действует (последнее изменение статуса: 08.08.2005)	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2189075&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2189075&TypeFile=html		
